Date,Minimum_temperature,Maximum_temperature,Rainfall,Evaporation,Sunshine,Speed_of_maximum_wind_gust,Time_of_maximum_wind_gust,9am_Temperature,9am_relative_humidity,9am_cloud_amount,9am_wind_speed,9am_MSL_pressure,3pm_Temperature,3pm_relative_humidity,3pm_cloud_amount,3pm_wind_speed,3pm_MSL_pressure,Rain_Tomorrow
23/1/20,14.2,21.7,13.8,9.2,5.7,65,0.6569444444,14.7,78,8,13,992.6,18.3,70,6,15,989.1,1
24/1/20,11.3,22,3.2,6,6.9,56,0.5541666667,15.3,53,6,28,999.5,20.3,33,6,33,1002.4,0
25/1/20,14.6,25.6,0,4.8,5.2,50,0.3548611111,17.4,46,7,31,1008.7,23.7,39,7,28,1007.4,0
26/1/20,17.2,23.7,0,6.4,7.8,57,0.5902777778,17.8,77,7,15,1006.8,20.7,35,5,37,1007.5,0
27/1/20,14.9,23.3,0,7.4,6.2,52,0.5840277778,16,47,8,20,1012.3,22.1,28,5,33,1010.5,0
28/1/20,15.8,26.7,0,5.8,7.6,59,0.5152777778,17.1,51,7,24,1009.8,24,39,6,30,1007.9,0
29/1/20,16.5,29.4,0,7.4,8.5,44,0.6194444444,20.2,56,4,19,1012.5,27.7,31,4,26,1010.7,0
30/1/20,17.6,36.6,0,10,13.6,61,0.3680555556,29,10,1,35,1004.4,35.4,13,1,17,1005.2,0
31/1/20,14.8,41.4,0,10.6,9,56,0.59375,20.4,62,0,13,1008.5,40.7,7,6,35,1001.6,1
1/12/19,9.2,18.1,3,4.8,8.2,54,0.4819444444,13.2,51,7,19,992.8,14.8,66,6,11,986.5,1
2/12/19,8.8,15.2,1.8,5.4,7.2,61,0.6402777778,11.8,50,6,30,984.8,10.8,65,5,37,988,0
3/12/19,7.6,16.3,1,4.6,10.8,81,0.4006944444,13.7,40,6,33,987.4,13.7,44,3,39,987.2,1
4/12/19,6,16.7,1.6,7.4,9.1,83,0.6569444444,10.9,42,5,31,997.9,15.3,36,5,52,995.6,0
5/12/19,10.7,19.5,0,9,6.3,70,0.3729166667,15.2,44,6,31,994.7,17.1,39,7,19,992.9,0
6/12/19,10.3,17.5,0,6.4,8.3,72,0.4819444444,12.6,50,5,41,995.8,16,36,7,46,996,0
7/12/19,10.1,17.7,0.4,7.2,5.2,61,0.7243055556,13,52,7,37,1004.1,14.8,70,7,24,1006.5,1
8/12/19,6.9,20,1.2,4,11.4,31,0.5472222222,15.2,50,6,13,1019.3,17,57,7,24,1018.5,0
9/12/19,11.4,30.7,0,5.8,3.6,48,0.7159722222,18.6,43,7,19,1012.8,29.1,22,7,15,1007.8,0
10/12/19,12,18.3,0,6.2,11.2,46,0.3180555556,14.9,43,7,31,1015.8,16.3,49,1,28,1016.8,0
11/12/19,9.3,22.6,0,7.4,6.9,31,0.4479166667,16,51,7,11,1017.6,19.9,41,8,22,1014.4,0
12/12/19,11.5,19.2,0,3.8,9.9,56,0.4145833333,14.9,46,7,26,1009.4,17.4,27,3,31,1011.1,0
13/12/19,11,21.3,0.2,8.2,1.5,54,0.4625,13.5,51,7,28,1009.4,19,45,7,28,1005.6,0
14/12/19,10.7,16.2,0.8,4.8,5.8,48,0.5854166667,11.4,87,7,20,1007.3,13.7,67,6,30,1007.5,1
15/12/19,9.4,18.6,3.6,4.8,3,43,0.76875,12.6,79,7,13,1002.7,16.1,67,7,7,999.6,1
16/12/19,10.1,20,2,2,11,33,0.5868055556,13.7,63,7,9,1013.2,18.1,46,3,28,1013.5,0
17/12/19,9.1,22.2,0.2,6.4,10.1,43,0.5541666667,17.8,43,6,11,1016.9,19.1,57,1,31,1016.7,0
18/12/19,14,26.1,0,6.6,8.8,35,0.7215277778,18,66,7,11,1015.7,23.1,54,7,20,1008.5,0
19/12/19,15.2,22.3,0,4.4,12.1,56,0.6159722222,18.4,35,3,24,1011.8,17.5,46,4,41,1014.7,0
20/12/19,8.9,32.5,0,10,11.6,59,0.8493055556,15.2,63,7,13,1016.4,30.4,18,3,24,1008.4,0
21/12/19,14.9,22.1,0,14.2,12.6,65,0.3222222222,19,36,3,39,1007.4,21.1,21,1,33,1010.5,0
22/12/19,11.2,19.7,0,11.2,12.4,43,0.6298611111,14.8,39,6,9,1021.9,17.7,42,7,30,1020.6,0
23/12/19,11.1,17.4,0,7.8,1.3,43,0.65,13.8,69,7,11,1019.9,14.5,58,7,31,1018.9,0
24/12/19,11.8,20.8,0,4,10.3,35,0.5840277778,15,55,6,17,1023.2,18.3,43,1,26,1020.8,0
25/12/19,11.7,21.9,0,8.6,9.7,37,0.6375,17.7,50,1,13,1017.1,19.4,50,6,26,1014.7,0
26/12/19,11.2,22.6,0,6.6,11.2,41,0.6222222222,16.3,63,6,7,1017.8,20.9,41,1,28,1016.1,0
27/12/19,9.3,21.9,0,8.4,12.7,41,0.7763888889,16,54,2,17,1022,20.3,43,1,19,1019.1,0
28/12/19,14.6,27.1,0,8.4,,50,0.5194444444,20.6,44,1,13,1010.6,23.6,45,4,28,1008.8,0
29/12/19,10.7,24.4,0,8.2,12.9,46,0.6506944444,18.2,65,7,11,1015.1,21.3,54,6,33,1012.5,0
30/12/19,13.5,40.8,0,6.6,9.7,83,0.5958333333,21.5,44,1,9,1004.2,38.7,12,4,52,993.4,1
31/12/19,11.8,23.2,3.8,14.2,11.2,57,0.4576388889,17.3,39,1,20,1005,22.5,22,4,28,1005.3,0
1/11/19,15,32.9,0,6,5.9,63,0.4770833333,26.1,28,7,13,1006.8,29.6,26,7,30,1003.9,0
2/11/19,14.5,21.7,0.8,6,1.5,41,0.7590277778,16.2,81,8,19,1005,15.9,94,8,13,1005.6,1
3/11/19,7.5,20.2,15.4,3.8,8.7,43,0.6125,14.1,69,6,11,1009.6,17,63,7,2,1006.9,1
4/11/19,8.3,17.4,2.4,4.8,9.3,48,0.4826388889,12.5,56,6,22,1008.4,15.8,29,5,20,1009.1,0
5/11/19,4.9,18.2,0,2.4,7.1,44,0.7243055556,10.8,48,2,19,1014.2,16.8,29,7,20,1008.5,0
6/11/19,10.5,20,0,6.4,9.1,72,0.6215277778,14.2,37,2,20,999.1,19.3,21,7,33,991.7,0
7/11/19,6.7,12.6,0.4,7,10.6,72,0.65625,10.8,50,6,41,987.3,10.1,70,7,33,989.2,1
8/11/19,5.5,12.4,3.2,4.4,4.1,54,0.4520833333,8.9,66,7,15,996.2,9.5,64,7,20,1000,1
9/11/19,4.1,14.4,2,2.4,3.5,44,0.4277777778,8.5,56,6,26,1004.4,10.8,68,7,19,1000,0
10/11/19,8.4,19.2,0.6,2.2,6.8,59,0.3881944444,13.7,48,5,26,1006.4,16.3,41,6,24,1007.8,0
11/11/19,10.8,26.1,0,4.6,8.4,78,0.775,12.7,55,7,15,1004,25.6,12,3,37,997.2,1
12/11/19,8.7,15.3,1.6,10,11,59,0.5458333333,12.6,47,3,33,996.4,13,39,7,37,997.1,0
13/11/19,7.3,17.1,0.2,5.6,10.8,72,0.5340277778,11.5,48,4,39,998.9,15.4,36,4,39,998.2,0
14/11/19,10.7,20.6,1,6.4,10.1,81,0.4847222222,16.6,44,7,37,1000,19.6,30,4,39,998.4,0
15/11/19,12,17.6,0,8,9.2,67,0.5520833333,13.6,36,2,35,998.8,14.3,37,5,35,999.7,0
16/11/19,7.9,15.4,0.2,8.4,8.3,61,0.3909722222,11.5,45,4,22,1007.3,13.3,34,6,28,1007,0
17/11/19,6.2,17.2,0.2,7,7.6,52,0.9569444444,10.5,47,6,13,1015.5,15.2,29,5,17,1014.2,0
18/11/19,10.5,20.2,0.2,5,9.3,91,0.4097222222,15.9,43,5,41,1003.2,18.9,37,7,43,1001.9,0
19/11/19,9.2,17.6,0,6.8,8.6,43,0.5368055556,13.8,47,5,11,1010.3,15.5,53,7,28,1011.5,0
20/11/19,9.2,26.3,0,3.4,8,54,0.9291666667,15.9,54,6,17,1014.9,20.2,42,7,17,1010,0
21/11/19,14.3,37.7,0,7.4,6,72,0.4791666667,26.3,20,2,9,995.8,20.2,49,7,30,994.3,0
22/11/19,9.2,22.1,0,7.8,11.2,39,0.5284722222,16.3,37,3,19,1013.2,20,42,7,22,1010.3,0
23/11/19,11.5,20.6,0,6.6,8.2,67,0.7708333333,16.4,50,7,15,1008.8,18.8,24,3,37,1007.3,0
24/11/19,9.1,22.5,0,7.4,6.5,48,0.4493055556,14,43,7,24,1014.3,21.3,27,7,26,1010.7,0
25/11/19,10.8,26,0,6,10.5,54,0.3666666667,16.9,38,6,26,1003.4,23.5,22,7,26,999.9,1
26/11/19,10.4,16.4,5.6,9.2,10.3,52,0.5951388889,13,57,7,17,1003.6,14.9,55,1,39,1004.3,0
27/11/19,8.3,20.9,0.2,7.6,2.6,63,0.5479166667,13.5,50,7,30,1007.1,17.6,42,7,26,1005.6,0
28/11/19,10.5,20.2,0,5.6,10.6,50,0.4958333333,14.2,34,2,19,1012.2,17.5,29,3,17,1013.6,0
29/11/19,10.1,16.4,0.2,7.8,7.2,44,0.5888888889,11.9,75,7,22,1013.6,14.4,50,7,33,1010.7,1
30/11/19,6.1,18.6,9.4,5.2,10.7,41,0.58125,11.4,63,1,19,1010.9,15,50,6,30,1005.7,0
1/10/19,1.9,16.1,0.2,3.4,11.4,26,0.5118055556,10.1,56,4,15,1027.6,15.4,41,1,17,1025,0
2/10/19,3.9,19.1,0,3.2,10.7,33,0.6291666667,12.6,57,2,15,1023.8,16.4,50,2,26,1020.7,0
3/10/19,8.2,28.9,0,3.8,10.7,50,0.7159722222,18.8,37,1,15,1018.5,27.2,20,3,31,1010.7,0
4/10/19,10.7,15.2,0,6.2,7.4,48,0.4923611111,14.3,40,2,24,1017.2,12.3,51,6,26,1019,0
5/10/19,2.8,16.2,0,4,11.4,39,0.9583333333,9.6,54,1,15,1025.6,15.1,42,1,19,1019.1,0
6/10/19,9.4,19.8,0,4.4,4.2,61,0.7847222222,12.4,71,7,4,1003.8,16.2,79,7,17,996.8,1
7/10/19,7.8,16.2,10.2,4.6,4.4,39,0.3840277778,11.6,48,5,22,1008.5,14.8,43,7,13,1006.7,0
8/10/19,8.5,13.1,0.2,2.6,8.5,56,0.4743055556,10,66,7,26,1014.6,11.6,46,5,28,1017.5,0
9/10/19,6.2,14.3,0,4,2.3,37,0.7145833333,11.5,60,6,11,1024.7,13.6,52,7,20,1023.9,0
10/10/19,6.9,14.3,0,2.6,8.3,37,0.5423611111,11.4,64,7,19,1026.2,12.3,76,7,28,1025.4,0
11/10/19,8.3,14,0,3.4,5.1,33,0.6291666667,10.3,60,6,11,1027.3,12.2,46,4,17,1025.6,0
12/10/19,4.4,14.3,0,2.8,9.5,33,0.625,8.7,70,2,9,1026.4,12.6,51,6,20,1023.5,0
13/10/19,2.3,16.6,0.2,3.6,10.6,31,0.7388888889,8.7,69,3,11,1022.5,15.6,47,7,24,1018.2,0
14/10/19,7.6,24.1,0,4,7.1,41,0.61875,13.6,55,3,24,1012,22,35,7,13,1006.9,1
15/10/19,7.7,13.3,1.2,3.4,1.8,28,0.3861111111,11.9,67,7,9,1012,11.6,86,7,13,1010.6,1
16/10/19,4.1,16.8,9.4,2,8.8,35,0.5944444444,8.5,82,1,13,1012.2,13.9,50,7,22,1007.6,1
17/10/19,5.5,15.9,1.4,2.2,11.6,35,0.5833333333,9.4,83,2,15,1007.1,14.6,67,1,28,1005.7,0
18/10/19,6.9,19.8,0,4,7.8,61,0.6541666667,13.2,54,4,19,1005.2,15,60,7,26,997.2,1
19/10/19,6,14.7,2,5.6,9.6,56,0.6638888889,9.5,52,6,19,1003.4,13.7,44,6,30,1003.7,0
20/10/19,8.2,19.5,0.2,3.4,8.8,57,0.5305555556,14.4,48,7,26,1010.3,18.7,41,7,28,1013,0
21/10/19,10.9,21.1,0,4.4,12.9,43,0.08333333333,14.6,50,4,19,1022.2,18.7,40,1,19,1020.5,0
22/10/19,4.3,19.7,0,6.8,12.3,41,0.7236111111,11.7,63,6,13,1025.4,18.8,42,3,9,1021.1,0
23/10/19,9.2,23,0,4.8,10.5,48,0.5472222222,16,37,7,9,1017.7,16.6,53,3,31,1016.6,0
24/10/19,8.5,28.7,0,4,12.2,48,0.9243055556,15.2,65,6,9,1014.3,23.4,43,7,15,1009.2,0
25/10/19,14.8,28,0,11,8.7,87,0.4618055556,24.7,20,7,41,991.9,19.3,29,7,43,995.3,0
26/10/19,8.7,15.3,0,9.6,6.7,59,0.02708333333,13.1,42,6,17,993.3,12.4,53,7,28,994.2,1
27/10/19,4.7,17.2,1.2,3,8.8,48,0.4854166667,12.1,50,3,26,1007.3,13.2,54,7,20,1008.9,0
28/10/19,4.8,20.6,0.6,3.6,5.4,54,0.3381944444,12.8,43,7,31,1018.1,18.8,19,7,35,1015,0
29/10/19,11.5,28,0,7,10.3,61,0.5277777778,18,11,7,37,1010.5,26.8,9,2,41,1006.2,0
30/10/19,9.8,18.6,0,8,7.5,37,0.9611111111,11.5,57,7,11,1021,16.9,46,6,17,1017.2,0
31/10/19,5.9,27.2,0,4.6,9.7,35,0.6701388889,15.2,60,7,15,1011.1,22.4,48,5,19,1006.5,0
1/9/19,8.3,15.2,0,4,0.7,39,0.7076388889,11.8,70,7,11,1016,14.6,59,7,15,1012.1,0
2/9/19,6.2,18.3,0,1.2,10.5,30,0.8708333333,10.7,70,1,15,1018.4,16.6,43,4,15,1012.7,0
3/9/19,8.5,20.1,0,2.6,9.9,41,0.5402777778,14.1,57,2,13,1010.7,19.8,20,3,19,1008.7,0
4/9/19,5.9,16.1,0,4,5,56,0.6326388889,12.4,56,7,17,1008.2,15.2,39,6,24,1006.6,0
5/9/19,2.9,13.9,0,3,8,31,0.02291666667,9.1,63,4,15,1015.6,12.1,49,2,22,1013.7,0
6/9/19,2.3,11.6,0,2,1.3,30,0.6069444444,6.3,85,7,11,1006.6,10.5,89,8,13,999.9,1
7/9/19,6.3,10.2,6.2,0.8,0,48,0.35625,9.9,68,8,31,1004.4,9.5,70,8,28,1006.8,0
8/9/19,4.3,14.4,0.6,1,5.4,28,0.9965277778,6.6,81,7,13,1010.1,13.3,54,2,9,1004.8,1
9/9/19,6.3,12.5,3,2.8,8,59,0.5055555556,7.2,71,6,30,1016.5,10.7,43,4,22,1019.1,0
10/9/19,4.6,16.9,0.4,2.4,10.1,46,0.8194444444,12.4,54,3,20,1022.1,16.8,40,2,28,1021.1,0
11/9/19,10,21.3,0,3.6,5.2,59,0.5583333333,13.6,54,6,33,1021.3,19.6,28,7,43,1015.8,0
12/9/19,12.2,18.2,0.6,6.8,8.1,106,0.1173611111,14.8,67,6,30,1006.3,13.7,33,4,28,1010.3,0
13/9/19,4.2,15.6,0.2,5,2.8,56,0.6854166667,10.8,55,7,20,1016.7,13.9,43,7,26,1008.9,1
14/9/19,6.3,17.4,2,2.4,10.3,52,0.9006944444,13,46,3,17,1018.9,17.2,38,2,24,1015.2,0
15/9/19,12.3,17.8,0,4.4,10,52,0.2736111111,14.9,26,5,20,1009.9,16.6,29,3,13,1007.1,1
16/9/19,5.2,11.1,1.4,5.8,8.8,61,0.1388888889,8.3,52,5,19,1013.6,9.7,32,6,22,1018,0
17/9/19,2.5,14.5,0,4,11.1,41,0.5145833333,8.7,50,1,20,1026.8,14,34,6,24,1024.4,0
18/9/19,2.7,17.2,0.2,4,10.8,31,0.4326388889,10,48,1,13,1028.1,15,37,1,17,1024.1,0
19/9/19,4.2,21.6,0,3.6,11.1,52,0.5902777778,12,52,1,17,1024.5,20.9,32,1,24,1018.4,0
20/9/19,11,26.5,0,4.4,5.6,50,0.5694444444,18.9,60,3,11,1017.4,24.6,37,7,28,1013.1,0
21/9/19,11.2,21.4,0,5.4,0.4,67,0.8263888889,14.7,80,7,6,1007.5,19.3,58,7,31,1001,0
22/9/19,5.7,15,0,3.6,8.8,52,0.6013888889,10.9,46,2,26,1015.5,11.7,40,5,33,1016.2,0
23/9/19,5,14.2,0,3.6,7.9,33,0.9993055556,10.6,56,3,13,1018.9,11.6,57,6,15,1017.9,0
24/9/19,8.3,16.5,0,2.8,6.6,46,0.1048611111,12.2,50,7,28,1017.9,13.8,42,5,31,1018.3,0
25/9/19,5.3,13.4,0.2,2.2,2.7,31,0.1020833333,10.6,51,6,15,1025.8,12.2,49,7,13,1023.5,0
26/9/19,8.4,19.4,0,4,9.4,43,0.4638888889,13.3,56,7,17,1022.5,18.5,37,1,13,1017.5,0
27/9/19,9.2,19.5,0,3.8,4.5,63,0.4347222222,17.9,39,6,22,1004.3,15.8,43,5,17,1006.3,0
28/9/19,2.7,16.8,0.2,4,7.6,48,0.5270833333,11.3,51,5,17,1016.6,15.1,41,7,19,1014.2,0
29/9/19,8.9,15,0.6,3.8,6.9,50,0.6979166667,10.8,76,5,9,1012.9,12.6,50,6,24,1014.2,0
30/9/19,6.7,14.8,0,3.6,9.7,41,0.3381944444,10.3,47,3,20,1025.2,12.4,55,1,26,1025,0
1/8/19,4.8,14.1,0,1.2,4.7,59,0.5,12.1,50,7,15,1021.3,12.7,32,5,20,1024.7,0
2/8/19,0.8,13.9,0.2,1.6,6.7,85,0.9152777778,8.9,60,1,19,1026.6,12.5,46,6,24,1021,1
3/8/19,6.8,12.2,3.4,3.4,6.9,59,0.5888888889,8.7,64,7,9,1021.6,10.9,45,7,30,1022.6,0
4/8/19,1.9,11.2,0,2.2,3.3,28,0.01319444444,5.1,72,7,13,1027.9,10.7,47,5,17,1025.6,0
5/8/19,2.1,14.4,0.2,1.2,3.7,31,0.5555555556,5,70,7,13,1021.6,13.8,44,7,13,1017.2,0
6/8/19,5,17,0,1.6,2.6,52,0.5208333333,10.3,70,7,7,1009.9,15.3,45,7,30,1005.4,0
7/8/19,7.1,13.1,0,2.6,9.3,54,0.6020833333,9.9,53,4,17,1003.9,12.2,37,2,22,1001.9,0
8/8/19,0.4,8.4,0,2.8,0.3,22,0.9305555556,3.1,81,7,7,997.5,8.2,62,7,6,991.9,0
9/8/19,1,10.8,0,0.6,3.5,57,0.81875,4,79,7,22,989.1,9.2,64,7,26,988.6,1
10/8/19,4,10.2,21.4,0,3,61,0.6027777778,8,76,7,28,992,9,71,7,33,993.1,1
11/8/19,6.8,11.6,8.4,0.8,4.3,50,0.6034722222,10,82,7,17,1005.5,9.5,82,7,30,1010.4,1
12/8/19,1.8,13.8,2,0.6,5.9,54,0.4340277778,9.7,54,6,31,1013.2,13.1,54,6,22,1012.9,0
13/8/19,1.2,15.1,0,2,9.5,35,0.00625,8.3,72,1,9,1021.9,11.9,71,1,20,1021.9,0
14/8/19,1.7,15.4,0,1.2,9.3,31,0.4416666667,7.2,78,1,17,1023.7,15.1,47,2,17,1019.7,0
15/8/19,7.1,18,0.2,2.8,6,56,0.5444444444,10.4,58,6,26,1012.7,16.6,44,6,26,1008.3,0
16/8/19,7.8,11.4,0.8,3,3.8,26,0.6111111111,8.8,78,8,11,1011.1,10.6,71,2,17,1012.4,0
17/8/19,5.4,14.8,0,0.4,9.9,35,0.6611111111,8.2,75,1,13,1021.2,14.1,45,1,19,1017.4,0
18/8/19,7.8,17.7,0,3.2,6,61,0.5888888889,12.3,56,7,22,1005.6,17,31,6,33,997.4,0
19/8/19,4.6,14,0,2.8,5.1,50,0.1451388889,8.3,46,7,13,1004.2,9.2,45,7,24,1005.7,0
20/8/19,6.2,16.6,0,3,6.1,80,0.7319444444,13.1,66,7,28,1004.7,14,54,7,54,997.8,1
21/8/19,5.9,11.4,5.4,4,7.3,78,0.3194444444,8.4,60,7,28,1001.8,8.6,64,7,37,1002.4,1
22/8/19,4.6,11.7,18.6,1.4,8.2,72,0.1493055556,7.3,59,4,26,1014.5,10.9,47,4,19,1018,0
23/8/19,2.3,15.8,0,2.6,10,44,0.5388888889,7.9,60,1,19,1018.1,15.5,40,1,28,1011.9,0
24/8/19,7.8,18.1,0,4,8.5,63,0.6027777778,13.1,50,4,30,1005.1,16.9,39,6,39,1000,1
25/8/19,4,11.5,14,3.2,4,50,0.05833333333,8.7,59,1,9,1014.4,10.9,53,7,19,1015,0
26/8/19,5.8,15.3,0,1.6,10.2,46,0.5541666667,9.7,65,1,17,1020,14.6,41,1,28,1017.3,0
27/8/19,7.5,15.5,0,3,3.1,56,0.5361111111,11.4,57,7,26,1015.9,14.6,50,7,20,1012.6,0
28/8/19,8.7,9.6,0.2,2.8,1.8,54,0.3284722222,8.7,77,8,13,1009,9.3,55,7,22,1014.1,1
29/8/19,3.2,13.6,2.8,2.6,9.4,26,0.07083333333,7.9,64,1,15,1028.2,12.8,49,6,9,1027.8,0
30/8/19,2.7,15.6,0,1.8,10.5,33,0.9756944444,6,77,2,15,1029,12.9,53,0,19,1024.5,0
31/8/19,4.3,18.8,0,2.2,7.5,43,0.6138888889,11.5,54,7,24,1020.3,16.7,37,6,28,1014.8,0
1/7/19,10,17.9,0.2,3.4,6.8,74,0.8777777778,15,47,1,20,1007.5,17.7,37,6,33,1003.4,1
2/7/19,8,13,2.6,5.4,5.5,67,0.5201388889,10.1,65,3,15,1006.5,9.4,83,3,13,1009,1
